section,strategy,target,dataset,guard,aspect,prefix,metric,value,n
gj_per_target,026062,gemma-3-4b,do-not-answer,gptoss_safeguard,strict_gj,vanilla,rate,0.000000,939
gj_per_target,026062,gemma-3-4b,ALL,gptoss_safeguard,strict_gj,target,rate,0.054491,4019
gj_per_target,026062,gemma-3-4b,ALL,gptoss_safeguard,strict_gj,vanilla,rate,0.014929,4019
coverage,026062,qwen-2.5-7b,ALL,gptoss_safeguard,target,target,items,4019,
coverage,026062,qwen-2.5-7b,ALL,gptoss_safeguard,target,target,complete,4019,
coverage,026062,qwen-2.5-7b,ALL,gptoss_safeguard,target,target,unknown,22,
coverage,026062,qwen-2.5-7b,ALL,gptoss_safeguard,vanilla,vanilla,complete,4019,
gj_per_target,026062,qwen-2.5-7b,AdvBench,gptoss_safeguard,strict_gj,target,rate,0.000000,520
gj_per_target,026062,qwen-2.5-7b,AdvBench,gptoss_safeguard,strict_gj,vanilla,rate,0.000000,520
gj_per_target,026062,qwen-2.5-7b,HarmBench,gptoss_safeguard,strict_gj,target,rate,0.125000,400
gj_per_target,026062,qwen-2.5-7b,HarmBench,gptoss_safeguard,strict_gj,vanilla,rate,0.162500,400
gj_per_target,026062,qwen-2.5-7b,HarmfulQA,gptoss_safeguard,strict_gj,target,rate,0.029592,1960
gj_per_target,026062,qwen-2.5-7b,HarmfulQA,gptoss_safeguard,strict_gj,vanilla,rate,0.015306,1960
gj_per_target,026062,qwen-2.5-7b,JBB-Behaviors,gptoss_safeguard,strict_gj,target,rate,0.020000,200
gj_per_target,026062,qwen-2.5-7b,JBB-Behaviors,gptoss_safeguard,strict_gj,vanilla,rate,0.025000,200
gj_per_target,026062,qwen-2.5-7b,do-not-answer,gptoss_safeguard,strict_gj,target,rate,0.015974,939
gj_per_target,026062,qwen-2.5-7b,do-not-answer,gptoss_safeguard,strict_gj,vanilla,rate,0.000000,939
gj_per_target,026062,qwen-2.5-7b,ALL,gptoss_safeguard,strict_gj,target,rate,0.031600,4019
gj_per_target,026062,qwen-2.5-7b,ALL,gptoss_safeguard,strict_gj,vanilla,rate,0.024882,4019
gj_paper_merged,026062,merged,ALL,wildguard,strict_gj,target,rate,0.083333,4008
lift_paper_merged,026062,merged,HarmfulQA,wildguard,lift_pp,target-vanilla,value,9.561684,1956
lift_paper_merged,026062,merged,AdvBench,wildguard,lift_pp,target-vanilla,value,4.054054,518
lift_paper_merged,026062,merged,HarmBench,wildguard,lift_pp,target-vanilla,value,7.304786,397
lift_paper_merged,026062,merged,do-not-answer,wildguard,lift_pp,target-vanilla,value,7.363927,937
lift_paper_merged,026062,merged,JBB-Behaviors,wildguard,lift_pp,target-vanilla,value,6.500000,200
lift_paper_merged,026062,merged,ALL,wildguard,lift_pp,target-vanilla,value,7.959827,4008
gj_paper_merged,026062,merged,ALL,qwen3guard,strict_gj,target,rate,0.002239,4019
lift_paper_merged,026062,merged,HarmfulQA,qwen3guard,lift_pp,target-vanilla,value,-0.306122,1960
lift_paper_merged,026062,merged,AdvBench,qwen3guard,lift_pp,target-vanilla,value,0.000000,520
lift_paper_merged,026062,merged,HarmBench,qwen3guard,lift_pp,target-vanilla,value,0.000000,400
lift_paper_merged,026062,merged,do-not-answer,qwen3guard,lift_pp,target-vanilla,value,0.425985,939
lift_paper_merged,026062,merged,JBB-Behaviors,qwen3guard,lift_pp,target-vanilla,value,0.000000,200
lift_paper_merged,026062,merged,ALL,qwen3guard,lift_pp,target-vanilla,value,-0.049764,4019
gj_paper_merged,026062,merged,ALL,granite4,strict_gj,target,rate,0.011197,4019
lift_paper_merged,026062,merged,HarmfulQA,granite4,lift_pp,target-vanilla,value,0.612245,1960
lift_paper_merged,026062,merged,AdvBench,granite4,lift_pp,target-vanilla,value,0.961538,520
lift_paper_merged,026062,merged,HarmBench,granite4,lift_pp,target-vanilla,value,-16.000000,400
lift_paper_merged,026062,merged,do-not-answer,granite4,lift_pp,target-vanilla,value,0.851970,939
lift_paper_merged,026062,merged,JBB-Behaviors,granite4,lift_pp,target-vanilla,value,-0.500000,200
lift_paper_merged,026062,merged,ALL,granite4,lift_pp,target-vanilla,value,-0.995272,4019
gj_paper_merged,026062,merged,ALL,llamaguard,strict_gj,target,rate,0.092063,4019
lift_paper_merged,026062,merged,HarmfulQA,llamaguard,lift_pp,target-vanilla,value,8.112245,1960
lift_paper_merged,026062,merged,AdvBench,llamaguard,lift_pp,target-vanilla,value,0.384615,520
lift_paper_merged,026062,merged,HarmBench,llamaguard,lift_pp,target-vanilla,value,0.000000,400
lift_paper_merged,026062,merged,do-not-answer,llamaguard,lift_pp,target-vanilla,value,12.566560,939
lift_paper_merged,026062,merged,JBB-Behaviors,llamaguard,lift_pp,target-vanilla,value,0.500000,200
lift_paper_merged,026062,merged,ALL,llamaguard,lift_pp,target-vanilla,value,6.966907,4019
gj_paper_merged,026062,merged,ALL,gptoss_safeguard,strict_gj,target,rate,0.080866,4019
lift_paper_merged,026062,merged,HarmfulQA,gptoss_safeguard,lift_pp,target-vanilla,value,6.173469,1960
lift_paper_merged,026062,merged,AdvBench,gptoss_safeguard,lift_pp,target-vanilla,value,0.000000,520
lift_paper_merged,026062,merged,HarmBench,gptoss_safeguard,lift_pp,target-vanilla,value,-0.250000,400
lift_paper_merged,026062,merged,do-not-answer,gptoss_safeguard,lift_pp,target-vanilla,value,8.093717,939
lift_paper_merged,026062,merged,JBB-Behaviors,gptoss_safeguard,lift_pp,target-vanilla,value,2.500000,200
lift_paper_merged,026062,merged,ALL,gptoss_safeguard,lift_pp,target-vanilla,value,5.001244,4019
vanilla_cache,vanilla,llama-3.1-8b,AdvBench,gptoss_safeguard,strict_gj,vanilla,rate,0.000000,519
vanilla_cache,vanilla,llama-3.1-8b,AdvBench,gptoss_safeguard,coverage,vanilla,complete,520,520
vanilla_cache,vanilla,llama-3.1-8b,do-not-answer,gptoss_safeguard,strict_gj,vanilla,rate,,0
vanilla_cache,vanilla,llama-3.1-8b,do-not-answer,gptoss_safeguard,coverage,vanilla,complete,939,939
vanilla_cache,vanilla,llama-3.1-8b,JBB-Behaviors,gptoss_safeguard,strict_gj,vanilla,rate,0.000000,199
vanilla_cache,vanilla,llama-3.1-8b,JBB-Behaviors,gptoss_safeguard,coverage,vanilla,complete,500,500
vanilla_cache,vanilla,llama-3.1-8b,HarmBench,gptoss_safeguard,strict_gj,vanilla,rate,,0
vanilla_cache,vanilla,llama-3.1-8b,HarmBench,gptoss_safeguard,coverage,vanilla,complete,400,400
vanilla_cache,vanilla,llama-3.1-8b,HarmfulQA,gptoss_safeguard,strict_gj,vanilla,rate,,0
vanilla_cache,vanilla,llama-3.1-8b,HarmfulQA,gptoss_safeguard,coverage,vanilla,complete,1960,1960
vanilla_cache,vanilla,llama-3.1-8b,ALL,gptoss_safeguard,strict_gj,vanilla,rate,0.000000,718
vanilla_cache,vanilla,llama-3.1-8b,ALL,gptoss_safeguard,coverage,vanilla,complete,4319,4319
vanilla_cache,vanilla,gemma-3-4b,AdvBench,gptoss_safeguard,strict_gj,vanilla,rate,0.000000,519
vanilla_cache,vanilla,gemma-3-4b,AdvBench,gptoss_safeguard,coverage,vanilla,complete,520,520
vanilla_cache,vanilla,gemma-3-4b,do-not-answer,gptoss_safeguard,strict_gj,vanilla,rate,,0
vanilla_cache,vanilla,gemma-3-4b,do-not-answer,gptoss_safeguard,coverage,vanilla,complete,939,939
vanilla_cache,vanilla,gemma-3-4b,JBB-Behaviors,gptoss_safeguard,strict_gj,vanilla,rate,,0
vanilla_cache,vanilla,gemma-3-4b,JBB-Behaviors,gptoss_safeguard,coverage,vanilla,complete,500,500
vanilla_cache,vanilla,gemma-3-4b,HarmBench,gptoss_safeguard,strict_gj,vanilla,rate,,0
vanilla_cache,vanilla,gemma-3-4b,HarmBench,gptoss_safeguard,coverage,vanilla,complete,400,400
vanilla_cache,vanilla,gemma-3-4b,HarmfulQA,gptoss_safeguard,strict_gj,vanilla,rate,,0
vanilla_cache,vanilla,gemma-3-4b,HarmfulQA,gptoss_safeguard,coverage,vanilla,complete,1960,1960
vanilla_cache,vanilla,gemma-3-4b,ALL,gptoss_safeguard,strict_gj,vanilla,rate,0.000000,519
vanilla_cache,vanilla,gemma-3-4b,ALL,gptoss_safeguard,coverage,vanilla,complete,4319,4319
vanilla_cache,vanilla,qwen-2.5-7b,AdvBench,gptoss_safeguard,strict_gj,vanilla,rate,0.000000,519
vanilla_cache,vanilla,qwen-2.5-7b,AdvBench,gptoss_safeguard,coverage,vanilla,complete,520,520
vanilla_cache,vanilla,qwen-2.5-7b,JBB-Behaviors,gptoss_safeguard,strict_gj,vanilla,rate,0.000000,199
vanilla_cache,vanilla,qwen-2.5-7b,JBB-Behaviors,gptoss_safeguard,coverage,vanilla,complete,500,500
vanilla_cache,vanilla,qwen-2.5-7b,do-not-answer,gptoss_safeguard,strict_gj,vanilla,rate,,0
vanilla_cache,vanilla,qwen-2.5-7b,do-not-answer,gptoss_safeguard,coverage,vanilla,complete,939,939
vanilla_cache,vanilla,qwen-2.5-7b,HarmBench,gptoss_safeguard,strict_gj,vanilla,rate,,0
vanilla_cache,vanilla,qwen-2.5-7b,HarmBench,gptoss_safeguard,coverage,vanilla,complete,400,400
vanilla_cache,vanilla,qwen-2.5-7b,HarmfulQA,gptoss_safeguard,strict_gj,vanilla,rate,,0
vanilla_cache,vanilla,qwen-2.5-7b,HarmfulQA,gptoss_safeguard,coverage,vanilla,complete,1960,1960
vanilla_cache,vanilla,qwen-2.5-7b,ALL,gptoss_safeguard,strict_gj,vanilla,rate,0.000000,718
vanilla_cache,vanilla,qwen-2.5-7b,ALL,gptoss_safeguard,coverage,vanilla,complete,4319,4319
agreement,ALL,pooled,ALL,wildguard,prompt,target,accuracy,0.757077,159779
agreement,ALL,pooled,ALL,wildguard,prompt,target,kappa,0.513310,159779
agreement,ALL,pooled,ALL,wildguard,prompt,vanilla,accuracy,0.840663,159888
agreement,ALL,pooled,ALL,wildguard,prompt,vanilla,kappa,0.569495,159888
agreement,ALL,pooled,ALL,wildguard,response,target,accuracy,0.807402,153138
agreement,ALL,pooled,ALL,wildguard,response,target,kappa,0.576645,153138
agreement,ALL,pooled,ALL,wildguard,response,vanilla,accuracy,0.938157,159823
agreement,ALL,pooled,ALL,wildguard,response,vanilla,kappa,0.415771,159823
agreement,ALL,pooled,ALL,qwen3guard,prompt,target,accuracy,0.793039,159779
agreement,ALL,pooled,ALL,qwen3guard,prompt,target,kappa,0.580930,159779
agreement,ALL,pooled,ALL,qwen3guard,prompt,vanilla,accuracy,0.854242,159888
agreement,ALL,pooled,ALL,qwen3guard,prompt,vanilla,kappa,0.599150,159888
agreement,ALL,pooled,ALL,qwen3guard,response,target,accuracy,0.807175,159684
agreement,ALL,pooled,ALL,qwen3guard,response,target,kappa,0.584920,159684
agreement,ALL,pooled,ALL,qwen3guard,response,vanilla,accuracy,0.932494,159867
agreement,ALL,pooled,ALL,qwen3guard,response,vanilla,kappa,0.535908,159867
agreement,ALL,pooled,ALL,granite4,prompt,target,accuracy,0.632173,159779
agreement,ALL,pooled,ALL,granite4,prompt,target,kappa,0.255669,159779
agreement,ALL,pooled,ALL,granite4,prompt,vanilla,accuracy,0.847581,159888
agreement,ALL,pooled,ALL,granite4,prompt,vanilla,kappa,0.568860,159888
agreement,ALL,pooled,ALL,granite4,response,target,accuracy,0.681547,158912
agreement,ALL,pooled,ALL,granite4,response,target,kappa,0.299784,158912
agreement,ALL,pooled,ALL,granite4,response,vanilla,accuracy,0.930161,159867
agreement,ALL,pooled,ALL,granite4,response,vanilla,kappa,0.260872,159867
agreement,ALL,pooled,ALL,llamaguard,prompt,target,accuracy,0.674213,159779
agreement,ALL,pooled,ALL,llamaguard,prompt,target,kappa,0.354704,159779
agreement,ALL,pooled,ALL,llamaguard,prompt,vanilla,accuracy,0.775355,159888
agreement,ALL,pooled,ALL,llamaguard,prompt,vanilla,kappa,0.504717,159888
agreement,ALL,pooled,ALL,llamaguard,response,target,accuracy,0.699361,159683
agreement,ALL,pooled,ALL,llamaguard,response,target,kappa,0.377205,159683
agreement,ALL,pooled,ALL,llamaguard,response,vanilla,accuracy,0.917237,159867
agreement,ALL,pooled,ALL,llamaguard,response,vanilla,kappa,0.343925,159867
agreement,ALL,pooled,ALL,consensus,prompt,target,accuracy,0.787100,159779
agreement,ALL,pooled,ALL,consensus,prompt,target,kappa,0.566527,159779
agreement,ALL,pooled,ALL,consensus,prompt,vanilla,accuracy,0.855374,159888
agreement,ALL,pooled,ALL,consensus,prompt,vanilla,kappa,0.593367,159888
agreement,ALL,pooled,ALL,consensus,response,target,accuracy,0.800775,159684
agreement,ALL,pooled,ALL,consensus,response,target,kappa,0.556023,159684
agreement,ALL,pooled,ALL,consensus,response,vanilla,accuracy,0.935234,159867
agreement,ALL,pooled,ALL,consensus,response,vanilla,kappa,0.441243,159867
agreement,ALL,llama-3.1-8b,ALL,wildguard,prompt,target,accuracy,0.757303,53268
agreement,ALL,llama-3.1-8b,ALL,wildguard,prompt,target,kappa,0.513752,53268
agreement,ALL,llama-3.1-8b,ALL,wildguard,prompt,vanilla,accuracy,0.841136,53297
agreement,ALL,llama-3.1-8b,ALL,wildguard,prompt,vanilla,kappa,0.570227,53297
agreement,ALL,llama-3.1-8b,ALL,wildguard,response,target,accuracy,0.812725,50514
agreement,ALL,llama-3.1-8b,ALL,wildguard,response,target,kappa,0.579491,50514
agreement,ALL,llama-3.1-8b,ALL,wildguard,response,vanilla,accuracy,0.973812,53269
agreement,ALL,llama-3.1-8b,ALL,wildguard,response,vanilla,kappa,0.633548,53269
agreement,ALL,llama-3.1-8b,ALL,qwen3guard,prompt,target,accuracy,0.793722,53268
agreement,ALL,llama-3.1-8b,ALL,qwen3guard,prompt,target,kappa,0.582305,53268
agreement,ALL,llama-3.1-8b,ALL,qwen3guard,prompt,vanilla,accuracy,0.854964,53297
agreement,ALL,llama-3.1-8b,ALL,qwen3guard,prompt,vanilla,kappa,0.600526,53297
agreement,ALL,llama-3.1-8b,ALL,qwen3guard,response,target,accuracy,0.817883,53235
agreement,ALL,llama-3.1-8b,ALL,qwen3guard,response,target,kappa,0.598231,53235
agreement,ALL,llama-3.1-8b,ALL,qwen3guard,response,vanilla,accuracy,0.963059,53301
agreement,ALL,llama-3.1-8b,ALL,qwen3guard,response,vanilla,kappa,0.631422,53301
agreement,ALL,llama-3.1-8b,ALL,granite4,prompt,target,accuracy,0.632275,53268
agreement,ALL,llama-3.1-8b,ALL,granite4,prompt,target,kappa,0.255878,53268
agreement,ALL,llama-3.1-8b,ALL,granite4,prompt,vanilla,accuracy,0.848265,53297
agreement,ALL,llama-3.1-8b,ALL,granite4,prompt,vanilla,kappa,0.570155,53297
agreement,ALL,llama-3.1-8b,ALL,granite4,response,target,accuracy,0.702379,52802
agreement,ALL,llama-3.1-8b,ALL,granite4,response,target,kappa,0.338798,52802
agreement,ALL,llama-3.1-8b,ALL,granite4,response,vanilla,accuracy,0.965817,53301
agreement,ALL,llama-3.1-8b,ALL,granite4,response,vanilla,kappa,0.452574,53301
agreement,ALL,llama-3.1-8b,ALL,llamaguard,prompt,target,accuracy,0.674533,53268
agreement,ALL,llama-3.1-8b,ALL,llamaguard,prompt,target,kappa,0.355370,53268
agreement,ALL,llama-3.1-8b,ALL,llamaguard,prompt,vanilla,accuracy,0.775391,53297
agreement,ALL,llama-3.1-8b,ALL,llamaguard,prompt,vanilla,kappa,0.504673,53297
agreement,ALL,llama-3.1-8b,ALL,llamaguard,response,target,accuracy,0.710510,53235
agreement,ALL,llama-3.1-8b,ALL,llamaguard,response,target,kappa,0.392106,53235
agreement,ALL,llama-3.1-8b,ALL,llamaguard,response,vanilla,accuracy,0.956155,53301
agreement,ALL,llama-3.1-8b,ALL,llamaguard,response,vanilla,kappa,0.510134,53301
agreement,ALL,llama-3.1-8b,ALL,consensus,prompt,target,accuracy,0.787828,53268
agreement,ALL,llama-3.1-8b,ALL,consensus,prompt,target,kappa,0.567986,53268
agreement,ALL,llama-3.1-8b,ALL,consensus,prompt,vanilla,accuracy,0.856071,53297
agreement,ALL,llama-3.1-8b,ALL,consensus,prompt,vanilla,kappa,0.594696,53297
agreement,ALL,llama-3.1-8b,ALL,consensus,response,target,accuracy,0.813807,53235
agreement,ALL,llama-3.1-8b,ALL,consensus,response,target,kappa,0.573410,53235
agreement,ALL,llama-3.1-8b,ALL,consensus,response,vanilla,accuracy,0.967243,53301
agreement,ALL,llama-3.1-8b,ALL,consensus,response,vanilla,kappa,0.609022,53301
agreement,ALL,gemma-3-4b,ALL,wildguard,prompt,target,accuracy,0.757052,53250
agreement,ALL,gemma-3-4b,ALL,wildguard,prompt,target,kappa,0.513267,53250
agreement,ALL,gemma-3-4b,ALL,wildguard,prompt,vanilla,accuracy,0.840514,53290
agreement,ALL,gemma-3-4b,ALL,wildguard,prompt,vanilla,kappa,0.569477,53290
agreement,ALL,gemma-3-4b,ALL,wildguard,response,target,accuracy,0.784403,50650
agreement,ALL,gemma-3-4b,ALL,wildguard,response,target,kappa,0.550400,50650
agreement,ALL,gemma-3-4b,ALL,wildguard,response,vanilla,accuracy,0.918938,53268
agreement,ALL,gemma-3-4b,ALL,wildguard,response,vanilla,kappa,0.270921,53268
agreement,ALL,gemma-3-4b,ALL,qwen3guard,prompt,target,accuracy,0.792451,53250
agreement,ALL,gemma-3-4b,ALL,qwen3guard,prompt,target,kappa,0.579734,53250
agreement,ALL,gemma-3-4b,ALL,qwen3guard,prompt,vanilla,accuracy,0.853725,53290
agreement,ALL,gemma-3-4b,ALL,qwen3guard,prompt,vanilla,kappa,0.598184,53290
agreement,ALL,gemma-3-4b,ALL,qwen3guard,response,target,accuracy,0.817411,53196
agreement,ALL,gemma-3-4b,ALL,qwen3guard,response,target,kappa,0.620827,53196
agreement,ALL,gemma-3-4b,ALL,qwen3guard,response,vanilla,accuracy,0.912373,53271
agreement,ALL,gemma-3-4b,ALL,qwen3guard,response,vanilla,kappa,0.413828,53271
agreement,ALL,gemma-3-4b,ALL,granite4,prompt,target,accuracy,0.631906,53250
agreement,ALL,gemma-3-4b,ALL,granite4,prompt,target,kappa,0.255103,53250
agreement,ALL,gemma-3-4b,ALL,granite4,prompt,vanilla,accuracy,0.847363,53290
agreement,ALL,gemma-3-4b,ALL,granite4,prompt,vanilla,kappa,0.568665,53290
agreement,ALL,gemma-3-4b,ALL,granite4,response,target,accuracy,0.697895,52965
agreement,ALL,gemma-3-4b,ALL,granite4,response,target,kappa,0.352491,52965
agreement,ALL,gemma-3-4b,ALL,granite4,response,vanilla,accuracy,0.914400,53271
agreement,ALL,gemma-3-4b,ALL,granite4,response,vanilla,kappa,0.094022,53271
agreement,ALL,gemma-3-4b,ALL,llamaguard,prompt,target,accuracy,0.673540,53250
agreement,ALL,gemma-3-4b,ALL,llamaguard,prompt,target,kappa,0.353398,53250
agreement,ALL,gemma-3-4b,ALL,llamaguard,prompt,vanilla,accuracy,0.775418,53290
agreement,ALL,gemma-3-4b,ALL,llamaguard,prompt,vanilla,kappa,0.504949,53290
agreement,ALL,gemma-3-4b,ALL,llamaguard,response,target,accuracy,0.701720,53195
agreement,ALL,gemma-3-4b,ALL,llamaguard,response,target,kappa,0.382655,53195
agreement,ALL,gemma-3-4b,ALL,llamaguard,response,vanilla,accuracy,0.887537,53271
agreement,ALL,gemma-3-4b,ALL,llamaguard,response,vanilla,kappa,0.171951,53271
agreement,ALL,gemma-3-4b,ALL,consensus,prompt,target,accuracy,0.786178,53250
agreement,ALL,gemma-3-4b,ALL,consensus,prompt,target,kappa,0.564650,53250
agreement,ALL,gemma-3-4b,ALL,consensus,prompt,vanilla,accuracy,0.855038,53290
agreement,ALL,gemma-3-4b,ALL,consensus,prompt,vanilla,kappa,0.592862,53290
agreement,ALL,gemma-3-4b,ALL,consensus,response,target,accuracy,0.803801,53196
agreement,ALL,gemma-3-4b,ALL,consensus,response,target,kappa,0.580859,53196
agreement,ALL,gemma-3-4b,ALL,consensus,response,vanilla,accuracy,0.917572,53271
agreement,ALL,gemma-3-4b,ALL,consensus,response,vanilla,kappa,0.281903,53271
agreement,ALL,qwen-2.5-7b,ALL,wildguard,prompt,target,accuracy,0.756877,53261
agreement,ALL,qwen-2.5-7b,ALL,wildguard,prompt,target,kappa,0.512912,53261
agreement,ALL,qwen-2.5-7b,ALL,wildguard,prompt,vanilla,accuracy,0.840341,53301
agreement,ALL,qwen-2.5-7b,ALL,wildguard,prompt,vanilla,kappa,0.568784,53301
agreement,ALL,qwen-2.5-7b,ALL,wildguard,response,target,accuracy,0.824643,51974
agreement,ALL,qwen-2.5-7b,ALL,wildguard,response,target,kappa,0.596321,51974
agreement,ALL,qwen-2.5-7b,ALL,wildguard,response,vanilla,accuracy,0.921724,53286
agreement,ALL,qwen-2.5-7b,ALL,wildguard,response,vanilla,kappa,0.417671,53286
agreement,ALL,qwen-2.5-7b,ALL,qwen3guard,prompt,target,accuracy,0.792944,53261
agreement,ALL,qwen-2.5-7b,ALL,qwen3guard,prompt,target,kappa,0.580750,53261
agreement,ALL,qwen-2.5-7b,ALL,qwen3guard,prompt,vanilla,accuracy,0.854037,53301
agreement,ALL,qwen-2.5-7b,ALL,qwen3guard,prompt,vanilla,kappa,0.598743,53301
agreement,ALL,qwen-2.5-7b,ALL,qwen3guard,response,target,accuracy,0.786247,53253
agreement,ALL,qwen-2.5-7b,ALL,qwen3guard,response,target,kappa,0.530959,53253
agreement,ALL,qwen-2.5-7b,ALL,qwen3guard,response,vanilla,accuracy,0.922038,53295
agreement,ALL,qwen-2.5-7b,ALL,qwen3guard,response,vanilla,kappa,0.577316,53295
agreement,ALL,qwen-2.5-7b,ALL,granite4,prompt,target,accuracy,0.632339,53261
agreement,ALL,qwen-2.5-7b,ALL,granite4,prompt,target,kappa,0.256028,53261
agreement,ALL,qwen-2.5-7b,ALL,granite4,prompt,vanilla,accuracy,0.847114,53301
agreement,ALL,qwen-2.5-7b,ALL,granite4,prompt,vanilla,kappa,0.567761,53301
agreement,ALL,qwen-2.5-7b,ALL,granite4,response,target,accuracy,0.644557,53145
agreement,ALL,qwen-2.5-7b,ALL,granite4,response,target,kappa,0.212045,53145
agreement,ALL,qwen-2.5-7b,ALL,granite4,response,vanilla,accuracy,0.910254,53295
agreement,ALL,qwen-2.5-7b,ALL,granite4,response,vanilla,kappa,0.289346,53295
agreement,ALL,qwen-2.5-7b,ALL,llamaguard,prompt,target,accuracy,0.674565,53261
agreement,ALL,qwen-2.5-7b,ALL,llamaguard,prompt,target,kappa,0.355343,53261
agreement,ALL,qwen-2.5-7b,ALL,llamaguard,prompt,vanilla,accuracy,0.775257,53301
agreement,ALL,qwen-2.5-7b,ALL,llamaguard,prompt,vanilla,kappa,0.504531,53301
agreement,ALL,qwen-2.5-7b,ALL,llamaguard,response,target,accuracy,0.685858,53253
agreement,ALL,qwen-2.5-7b,ALL,llamaguard,response,target,kappa,0.364552,53253
agreement,ALL,qwen-2.5-7b,ALL,llamaguard,response,vanilla,accuracy,0.908003,53295
agreement,ALL,qwen-2.5-7b,ALL,llamaguard,response,vanilla,kappa,0.395837,53295
agreement,ALL,qwen-2.5-7b,ALL,consensus,prompt,target,accuracy,0.787293,53261
agreement,ALL,qwen-2.5-7b,ALL,consensus,prompt,target,kappa,0.566943,53261
agreement,ALL,qwen-2.5-7b,ALL,consensus,prompt,vanilla,accuracy,0.855012,53301
agreement,ALL,qwen-2.5-7b,ALL,consensus,prompt,vanilla,kappa,0.592547,53301
agreement,ALL,qwen-2.5-7b,ALL,consensus,response,target,accuracy,0.784726,53253
agreement,ALL,qwen-2.5-7b,ALL,consensus,response,target,kappa,0.511872,53253
agreement,ALL,qwen-2.5-7b,ALL,consensus,response,vanilla,accuracy,0.920874,53295
agreement,ALL,qwen-2.5-7b,ALL,consensus,response,vanilla,kappa,0.467815,53295
